year,state_abbr,state_name,population,violent_crime,homicide,rape_legacy,rape_revised,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,state_government
1982,WI,Wisconsin,4765000,9077,148,680,0,3393,4856,202447,46564,147177,8706,R
1983,WI,Wisconsin,4751000,9070,131,861,0,3415,4663,193118,41980,141434,9704,D
1984,WI,Wisconsin,4766000,9367,117,790,0,3167,5293,189484,39755,138526,11203,D
1985,WI,Wisconsin,4775000,9880,135,875,0,3351,5519,181918,37987,133349,10582,D
1986,WI,Wisconsin,4785000,12339,149,961,0,3483,7746,183692,37464,134083,12145,D
1987,WI,Wisconsin,4807000,12014,168,954,0,3192,7700,188411,40502,136058,11851,R
1988,WI,Wisconsin,4858000,10414,144,965,0,3258,6047,182545,35423,134046,13076,R
1989,WI,Wisconsin,4867000,10834,176,993,0,3659,6006,191869,35683,140040,16146,R
1990,WI,Wisconsin,4891769,12948,225,1013,0,5514,6196,202052,36755,144924,20373,R
1991,WI,Wisconsin,4955000,13723,239,1259,0,5895,6330,207560,37241,148695,21624,R
1992,WI,Wisconsin,5007000,13806,218,1315,0,5997,6276,202448,34645,146198,21605,R
1993,WI,Wisconsin,5038000,13321,222,1269,0,5714,6116,190923,33400,139148,18375,R
1994,WI,Wisconsin,5082000,13748,227,1192,0,5739,6590,186704,32824,135559,18321,R
1995,WI,Wisconsin,5123000,14399,219,1194,0,5384,7602,184665,31416,134623,18626,R
1996,WI,Wisconsin,5160000,13039,204,1086,0,4982,6767,184143,30356,135941,17846,R
1997,WI,Wisconsin,5170000,13988,205,1048,0,5214,7521,176145,29503,131002,15640,R
1998,WI,Wisconsin,5224000,13009,190,1037,0,4474,7308,172084,29740,128134,14210,R
1999,WI,Wisconsin,5250446,12908,179,1055,0,4449,7225,160154,25633,120702,13819,R
2000,WI,Wisconsin,5363675,12700,169,1165,0,4537,6829,159424,25183,119605,14636,R
2001,WI,Wisconsin,5405947,12486,192,1142,0,4444,6708,166924,26927,125275,14722,R
2002,WI,Wisconsin,5439692,12238,154,1237,0,4713,6134,164749,27926,123365,13458,D
2003,WI,Wisconsin,5474290,12104,183,1202,0,4397,6322,157684,26546,118775,12363,D
2004,WI,Wisconsin,5503533,11548,154,1136,0,4067,6191,146710,23854,111482,11374,D
2005,WI,Wisconsin,5527644,13367,206,1135,0,4555,7471,147556,24448,110531,12577,D
2006,WI,Wisconsin,5556506,15899,165,1233,0,5564,8937,156748,27038,115682,14028,D
2007,WI,Wisconsin,5601640,16330,185,1227,0,5480,9438,159305,27890,117957,13458,D
2008,WI,Wisconsin,5627967,15507,146,1128,0,5163,9070,155456,27459,116456,11541,D
2009,WI,Wisconsin,5654774,14650,146,1118,0,4904,8482,147692,26813,111947,8932,D
2010,WI,Wisconsin,5691659,14167,155,1191,0,4516,8305,142781,26636,107993,8152,D
2011,WI,Wisconsin,5709843,14268,138,1190,0,4600,8340,139912,27167,104472,8273,R
2012,WI,Wisconsin,5724554,16254,169,1228,0,4692,10165,140780,27931,104619,8230,R
2013,WI,Wisconsin,5742953,16118,163,0,1836,4834,9285,125694,24358,93946,7390,R
2014,WI,Wisconsin,5759432,16763,159,0,1677,5101,9826,120535,21375,89255,9905,R
2015,WI,Wisconsin,5767891,17549,240,0,1805,5234,10270,114171,19602,83572,10997,R
2016,WI,Wisconsin,5772917,17716,232,0,2005,4707,10772,111911,19498,82455,9958,R
2017,WI,Wisconsin,5792051,18638,192,0,2177,4370,11899,104908,17570,77868,9470,R
2018,WI,Wisconsin,5807406,17365,175,0,2333,3493,11364,91238,14180,68380,8678,R
2019,WI,     Wisconsin,5824581,17305,189,0,2358,2994,11764,85796,12572,65687,7537,D
2020,WI,     Wisconsin,5832655,18861,308,0,2020,3081,13452,86654,12744,64517,9393,D
1979,WV,West Virginia,1878000,3156,128,291,0,825,1912,40513,11959,24755,3799,D
1980,WV,West Virginia,1930787,3547,138,306,0,936,2167,45719,14258,27606,3855,D
1981,WV,West Virginia,1951000,3410,118,289,0,979,2024,47681,15122,28884,3675,D
1982,WV,West Virginia,1948000,3405,102,302,0,970,2031,45514,13985,27962,3567,D
1983,WV,West Virginia,1965000,3375,96,263,0,869,2147,44158,13455,27134,3569,D
1984,WV,West Virginia,1952000,3283,86,305,0,744,2148,42313,12649,26296,3368,D
1985,WV,West Virginia,1936000,3214,73,359,0,728,2054,40401,11972,25191,3238,R
1986,WV,West Virginia,1919000,3156,114,362,0,787,1893,41301,11999,26055,3247,R
1987,WV,West Virginia,1897000,2605,92,429,0,591,1493,38953,11450,24436,3067,R
1988,WV,West Virginia,1884000,2476,93,353,0,644,1386,39703,11510,25147,3046,R
1989,WV,West Virginia,1857000,2724,121,347,0,793,1463,41154,11635,26608,2911,R
1990,WV,West Virginia,1793477,3036,102,423,0,680,1831,41855,11785,27310,2760,D
1991,WV,West Virginia,1801000,3440,111,415,0,779,2135,44528,12009,29369,3150,D
1992,WV,West Virginia,1812000,3833,115,393,0,788,2537,43455,11287,29200,2968,D
1993,WV,West Virginia,1820000,3793,126,365,0,782,2520,42300,10904,28456,2940,D
1994,WV,West Virginia,1822000,3931,99,370,0,772,2690,42136,10673,28189,3274,D
1995,WV,West Virginia,1828000,3842,89,388,0,781,2584,41093,10329,27724,3040,D
1996,WV,West Virginia,1826000,3836,69,358,0,737,2672,41510,9979,28300,3231,D
1997,WV,West Virginia,1816000,3971,75,355,0,782,2759,40868,10647,26934,3287,R
1998,WV,West Virginia,1811000,4503,78,339,0,676,3410,41627,11110,27127,3390,R
1999,WV,West Virginia,1806928,6336,79,337,0,661,5259,42825,10303,28760,3762,R
2000,WV,West Virginia,1808344,5723,46,331,0,749,4597,41344,9890,28139,3315,R
2001,WV,West Virginia,1800975,5035,40,320,0,707,3968,41085,9601,28268,3216,D
2002,WV,West Virginia,1804884,4221,57,328,0,657,3179,41099,9677,27524,3898,D
2003,WV,West Virginia,1811440,4627,73,311,0,701,3542,42370,10498,28409,3463,D
2004,WV,West Virginia,1812548,5110,68,346,0,774,3922,46326,10994,31566,3766,D
2005,WV,West Virginia,1814083,4968,82,335,0,816,3735,47757,11334,32603,3820,D
2006,WV,West Virginia,1818470,5113,80,404,0,853,3776,47941,11579,32305,4057,D
2007,WV,West Virginia,1812035,5016,65,388,0,847,3716,45620,10822,31321,3477,D
2008,WV,West Virginia,1814468,5006,67,389,0,896,3654,45971,10840,31967,3164,D
2009,WV,West Virginia,1819777,5554,84,470,0,914,4086,46215,12005,31453,2757,D
2010,WV,West Virginia,1854368,5586,58,362,0,776,4390,41301,10778,28104,2419,D
2011,WV,West Virginia,1854908,5497,87,372,0,802,4236,39009,10245,26656,2108,D
2012,WV,West Virginia,1856680,5943,70,415,0,835,4623,44500,11466,30800,2234,D
2013,WV,West Virginia,1853595,5657,62,0,700,653,4242,39929,9908,28055,1966,D
2014,WV,West Virginia,1848751,5850,84,0,594,655,4517,38282,9368,26954,1960,D
2015,WV,West Virginia,1841053,6397,85,0,710,783,4819,38694,9467,26984,2243,D
2016,WV,West Virginia,1828637,6633,85,0,684,720,5144,37282,9127,25657,2498,D
2017,WV,West Virginia,1817048,6564,98,0,793,673,5000,32560,7557,21917,3086,R
2018,WV,West Virginia,1804291,5411,76,0,716,333,4286,27888,5916,19783,2189,R
2019,WV,     West Virginia,1795263,5725,100,0,818,347,4460,27327,5282,19825,2220,R
2020,WV,     West Virginia,1784787,6352,117,0,832,369,5034,24976,4877,17828,2271,R
1979,WY,Wyoming,450000,1579,41,124,0,190,1224,20129,3887,14607,1635,D
1980,WY,Wyoming,468954,1841,29,134,0,208,1470,21543,4238,15686,1619,D
1981,WY,Wyoming,492000,2116,27,174,0,206,1709,23133,4728,16972,1433,D
1982,WY,Wyoming,502000,1527,46,136,0,172,1173,22589,4432,16903,1254,D
1983,WY,Wyoming,514000,1219,30,110,0,153,926,19412,3626,14932,854,D
1984,WY,Wyoming,511000,1237,17,107,0,118,995,17582,3279,13518,785,D
1985,WY,Wyoming,509000,1307,22,114,0,102,1069,19130,3515,14732,883,D
1986,WY,Wyoming,507000,1486,27,111,0,114,1234,20605,4144,15606,855,D
1987,WY,Wyoming,490000,1387,10,154,0,98,1125,18366,3516,14171,679,D
1988,WY,Wyoming,471000,1479,12,113,0,71,1283,17206,3103,13432,671,D
1989,WY,Wyoming,475000,1227,21,134,0,81,991,17246,3001,13593,652,D
1990,WY,Wyoming,453588,1367,22,134,0,72,1139,17732,2862,14194,676,D
1991,WY,Wyoming,460000,1427,15,119,0,79,1214,18762,3184,14867,711,D
1992,WY,Wyoming,466000,1489,17,163,0,84,1225,19831,3127,16003,701,D
1993,WY,Wyoming,470000,1345,16,161,0,81,1087,18221,3023,14470,728,D
1994,WY,Wyoming,476000,1297,16,160,0,79,1042,19122,3097,15254,771,D
1995,WY,Wyoming,480000,1220,10,165,0,86,959,19517,2938,15774,805,R
1996,WY,Wyoming,481000,1201,16,140,0,98,947,19261,3184,15408,669,R
1997,WY,Wyoming,480000,1225,17,137,0,85,986,18843,2998,15198,647,R
1998,WY,Wyoming,481000,1191,23,133,0,78,957,17124,2696,13759,669,R
1999,WY,Wyoming,479602,1115,11,137,0,74,893,15468,2349,12523,596,R
2000,WY,Wyoming,493782,1316,12,160,0,70,1074,14969,2078,12318,573,R
2001,WY,Wyoming,493754,1272,9,153,0,84,1026,16120,2481,12943,696,R
2002,WY,Wyoming,498830,1364,15,148,0,93,1108,16494,2448,13303,743,R
2003,WY,Wyoming,502111,1314,14,136,0,84,1080,16648,2611,13239,798,D
2004,WY,Wyoming,505887,1163,11,112,0,67,973,16889,2738,13352,799,D
2005,WY,Wyoming,508798,1172,14,122,0,78,958,16070,2426,12905,739,D
2006,WY,Wyoming,515004,1307,13,151,0,72,1071,15381,2322,12255,804,D
2007,WY,Wyoming,522830,1344,21,172,0,84,1067,15053,2365,11875,813,D
2008,WY,Wyoming,532668,1330,12,185,0,87,1046,14515,2198,11584,733,D
2009,WY,Wyoming,544270,1196,11,172,0,78,935,14243,2176,11310,757,D
2010,WY,Wyoming,564554,1117,8,162,0,77,870,13869,2151,11126,592,D
2011,WY,Wyoming,567356,1245,18,146,0,71,1010,12878,1864,10493,521,R
2012,WY,Wyoming,576626,1161,14,154,0,61,932,13222,2125,10513,584,R
2013,WY,Wyoming,583223,1212,17,0,204,74,917,12809,1956,10275,578,R
2014,WY,Wyoming,584304,1142,16,0,174,53,899,11477,1689,9185,603,R
2015,WY,Wyoming,586555,1300,16,0,171,59,1054,11151,1762,8797,592,R
2016,WY,Wyoming,584910,1431,20,0,206,59,1146,11460,1771,8889,800,R
2017,WY,Wyoming,578934,1358,14,0,253,98,993,10528,1556,8211,761,R
2018,WY,Wyoming,577601,1235,14,0,261,75,885,10308,1551,7974,783,R
2019,WY,     Wyoming,580116,1247,13,0,323,67,844,9097,1394,6981,722,R
2020,WY,     Wyoming,582328,1364,18,0,333,66,947,9379,1225,7190,964,R
